country_name,sex,age_group,age_categories,year,unemployment_rate
Japan,Female,Under 15 (Children),Children,2016,2.836
Japan,Male,Under 15 (Children),Children,2016,3.355
Jordan,Female,Under 15 (Children),Children,2016,24.113
Jordan,Male,Under 15 (Children),Children,2016,13.311
Kazakhstan,Female,Under 15 (Children),Children,2016,5.511
Kazakhstan,Male,Under 15 (Children),Children,2016,4.419
Kenya,Female,Under 15 (Children),Children,2016,2.945
Kenya,Male,Under 15 (Children),Children,2016,2.584
"Korea, Rep.",Female,Under 15 (Children),Children,2016,3.539
"Korea, Rep.",Male,Under 15 (Children),Children,2016,3.729
Kuwait,Female,Under 15 (Children),Children,2016,5.793
Kuwait,Male,Under 15 (Children),Children,2016,0.934
Kyrgyz Republic,Female,Under 15 (Children),Children,2016,3.664
Kyrgyz Republic,Male,Under 15 (Children),Children,2016,3.315
Lao PDR,Female,Under 15 (Children),Children,2016,2.428
Lao PDR,Male,Under 15 (Children),Children,2016,3.281
Latvia,Female,Under 15 (Children),Children,2016,8.393
Latvia,Male,Under 15 (Children),Children,2016,10.891
Lebanon,Female,Under 15 (Children),Children,2016,13.05
Lebanon,Male,Under 15 (Children),Children,2016,8.322
Lesotho,Female,Under 15 (Children),Children,2016,18.21
Lesotho,Male,Under 15 (Children),Children,2016,14.363
Liberia,Female,Under 15 (Children),Children,2016,2.339
Liberia,Male,Under 15 (Children),Children,2016,3.757
Libya,Female,Under 15 (Children),Children,2016,25.389
Libya,Male,Under 15 (Children),Children,2016,16.161
Lithuania,Female,Under 15 (Children),Children,2016,6.638
Lithuania,Male,Under 15 (Children),Children,2016,9.083
Luxembourg,Female,Under 15 (Children),Children,2016,6.628
Luxembourg,Male,Under 15 (Children),Children,2016,6.008
"Macao SAR, China",Female,Under 15 (Children),Children,2016,1.531
"Macao SAR, China",Male,Under 15 (Children),Children,2016,2.348
Madagascar,Female,Under 15 (Children),Children,2016,1.786
Madagascar,Male,Under 15 (Children),Children,2016,1.753
Malawi,Female,Under 15 (Children),Children,2016,5.897
Malawi,Male,Under 15 (Children),Children,2016,4.132
Malaysia,Female,Under 15 (Children),Children,2016,3.928
Malaysia,Male,Under 15 (Children),Children,2016,3.136
Maldives,Female,Under 15 (Children),Children,2016,5.172
Maldives,Male,Under 15 (Children),Children,2016,6.007
Mali,Female,Under 15 (Children),Children,2016,1.301
Mali,Male,Under 15 (Children),Children,2016,1.421
Malta,Female,Under 15 (Children),Children,2016,5.174
Malta,Male,Under 15 (Children),Children,2016,4.382
Mauritania,Female,Under 15 (Children),Children,2016,11.805
Mauritania,Male,Under 15 (Children),Children,2016,9.558
Mauritius,Female,Under 15 (Children),Children,2016,10.433
Mauritius,Male,Under 15 (Children),Children,2016,4.53
Mexico,Female,Under 15 (Children),Children,2016,3.9
Mexico,Male,Under 15 (Children),Children,2016,3.82
Moldova,Female,Under 15 (Children),Children,2016,0.971
Moldova,Male,Under 15 (Children),Children,2016,2.272
Mongolia,Female,Under 15 (Children),Children,2016,5.883
Mongolia,Male,Under 15 (Children),Children,2016,8.386
Montenegro,Female,Under 15 (Children),Children,2016,17.102
Montenegro,Male,Under 15 (Children),Children,2016,18.252
Morocco,Female,Under 15 (Children),Children,2016,10.691
Morocco,Male,Under 15 (Children),Children,2016,8.835
Mozambique,Female,Under 15 (Children),Children,2016,3.756
Mozambique,Male,Under 15 (Children),Children,2016,3.233
Myanmar,Female,Under 15 (Children),Children,2016,1.341
Myanmar,Male,Under 15 (Children),Children,2016,0.859
Namibia,Female,Under 15 (Children),Children,2016,25.01
Namibia,Male,Under 15 (Children),Children,2016,21.806
Nepal,Female,Under 15 (Children),Children,2016,12.087
Nepal,Male,Under 15 (Children),Children,2016,9.845
Netherlands,Female,Under 15 (Children),Children,2016,6.514
Netherlands,Male,Under 15 (Children),Children,2016,5.573
New Caledonia,Female,Under 15 (Children),Children,2016,14.248
New Caledonia,Male,Under 15 (Children),Children,2016,11.396
New Zealand,Female,Under 15 (Children),Children,2016,5.523
New Zealand,Male,Under 15 (Children),Children,2016,4.813
Nicaragua,Female,Under 15 (Children),Children,2016,4.277
Nicaragua,Male,Under 15 (Children),Children,2016,3.666
Niger,Female,Under 15 (Children),Children,2016,0.45
Niger,Male,Under 15 (Children),Children,2016,0.638
Nigeria,Female,Under 15 (Children),Children,2016,4.18
Nigeria,Male,Under 15 (Children),Children,2016,4.802
North Macedonia,Female,Under 15 (Children),Children,2016,23.248
North Macedonia,Male,Under 15 (Children),Children,2016,24.969
Norway,Female,Under 15 (Children),Children,2016,3.913
Norway,Male,Under 15 (Children),Children,2016,5.364
West Bank and Gaza,Female,Under 15 (Children),Children,2016,37.727
West Bank and Gaza,Male,Under 15 (Children),Children,2016,20.448
Oman,Female,Under 15 (Children),Children,2016,13.216
Oman,Male,Under 15 (Children),Children,2016,1.739
Pakistan,Female,Under 15 (Children),Children,2016,2.729
Pakistan,Male,Under 15 (Children),Children,2016,2.165
Panama,Female,Under 15 (Children),Children,2016,5.866
Panama,Male,Under 15 (Children),Children,2016,4.031
Papua New Guinea,Female,Under 15 (Children),Children,2016,1.388
Papua New Guinea,Male,Under 15 (Children),Children,2016,3.56
Paraguay,Female,Under 15 (Children),Children,2016,6.709
Paraguay,Male,Under 15 (Children),Children,2016,4.259
Peru,Female,Under 15 (Children),Children,2016,3.973
Peru,Male,Under 15 (Children),Children,2016,3.543
Philippines,Female,Under 15 (Children),Children,2016,2.853
Philippines,Male,Under 15 (Children),Children,2016,2.603
Poland,Female,Under 15 (Children),Children,2016,6.226
Poland,Male,Under 15 (Children),Children,2016,6.106
Portugal,Female,Under 15 (Children),Children,2016,11.173
Portugal,Male,Under 15 (Children),Children,2016,10.972
Puerto Rico,Female,Under 15 (Children),Children,2016,9.475
Puerto Rico,Male,Under 15 (Children),Children,2016,13.485
Qatar,Female,Under 15 (Children),Children,2016,0.717
Qatar,Male,Under 15 (Children),Children,2016,0.061
Romania,Female,Under 15 (Children),Children,2016,4.984
Romania,Male,Under 15 (Children),Children,2016,6.595
Russian Federation,Female,Under 15 (Children),Children,2016,5.348
Russian Federation,Male,Under 15 (Children),Children,2016,5.758
Rwanda,Female,Under 15 (Children),Children,2016,12.567
Rwanda,Male,Under 15 (Children),Children,2016,11.109
St. Lucia,Female,Under 15 (Children),Children,2016,21.701
St. Lucia,Male,Under 15 (Children),Children,2016,18.055
St. Vincent and the Grenadines,Female,Under 15 (Children),Children,2016,16.834
St. Vincent and the Grenadines,Male,Under 15 (Children),Children,2016,20.441
Samoa,Female,Under 15 (Children),Children,2016,13.006
Samoa,Male,Under 15 (Children),Children,2016,6.721
Sao Tome and Principe,Female,Under 15 (Children),Children,2016,21.24
Sao Tome and Principe,Male,Under 15 (Children),Children,2016,9.595
Saudi Arabia,Female,Under 15 (Children),Children,2016,21.481
Saudi Arabia,Male,Under 15 (Children),Children,2016,2.545
Senegal,Female,Under 15 (Children),Children,2016,4.764
Senegal,Male,Under 15 (Children),Children,2016,4.253
Serbia,Female,Under 15 (Children),Children,2016,16.095
Serbia,Male,Under 15 (Children),Children,2016,14.585
Sierra Leone,Female,Under 15 (Children),Children,2016,3.359
Sierra Leone,Male,Under 15 (Children),Children,2016,5.509
Singapore,Female,Under 15 (Children),Children,2016,4.488
Singapore,Male,Under 15 (Children),Children,2016,3.787
Slovak Republic,Female,Under 15 (Children),Children,2016,10.781
Slovak Republic,Male,Under 15 (Children),Children,2016,8.771
Slovenia,Female,Under 15 (Children),Children,2016,8.604
Slovenia,Male,Under 15 (Children),Children,2016,7.514
Solomon Islands,Female,Under 15 (Children),Children,2016,0.751
Solomon Islands,Male,Under 15 (Children),Children,2016,0.702
Somalia,Female,Under 15 (Children),Children,2016,23.749
Somalia,Male,Under 15 (Children),Children,2016,15.859
South Africa,Female,Under 15 (Children),Children,2016,26.011
South Africa,Male,Under 15 (Children),Children,2016,22.315
South Sudan,Female,Under 15 (Children),Children,2016,14.183
South Sudan,Male,Under 15 (Children),Children,2016,12.036
Spain,Female,Under 15 (Children),Children,2016,21.389
Spain,Male,Under 15 (Children),Children,2016,18.128
Sri Lanka,Female,Under 15 (Children),Children,2016,6.821
Sri Lanka,Male,Under 15 (Children),Children,2016,2.883
Sudan,Female,Under 15 (Children),Children,2016,29.34
Sudan,Male,Under 15 (Children),Children,2016,11.791
Suriname,Female,Under 15 (Children),Children,2016,11.166
Suriname,Male,Under 15 (Children),Children,2016,5.709
Sweden,Female,Under 15 (Children),Children,2016,6.586
Sweden,Male,Under 15 (Children),Children,2016,7.355
Switzerland,Female,Under 15 (Children),Children,2016,5.011
Switzerland,Male,Under 15 (Children),Children,2016,4.841
Syrian Arab Republic,Female,Under 15 (Children),Children,2016,25.535
Syrian Arab Republic,Male,Under 15 (Children),Children,2016,11.296
Tajikistan,Female,Under 15 (Children),Children,2016,5.441
Tajikistan,Male,Under 15 (Children),Children,2016,7.815
Tanzania,Female,Under 15 (Children),Children,2016,2.852
Tanzania,Male,Under 15 (Children),Children,2016,1.55
Thailand,Female,Under 15 (Children),Children,2016,0.712
Thailand,Male,Under 15 (Children),Children,2016,0.672
Timor-Leste,Female,Under 15 (Children),Children,2016,6.258
Timor-Leste,Male,Under 15 (Children),Children,2016,3.339
Togo,Female,Under 15 (Children),Children,2016,2.212
Togo,Male,Under 15 (Children),Children,2016,3.638
Tonga,Female,Under 15 (Children),Children,2016,2.882
Tonga,Male,Under 15 (Children),Children,2016,1.487
Trinidad and Tobago,Female,Under 15 (Children),Children,2016,3.164
Trinidad and Tobago,Male,Under 15 (Children),Children,2016,3.244
Tunisia,Female,Under 15 (Children),Children,2016,23.451
Tunisia,Male,Under 15 (Children),Children,2016,12.365
Turkmenistan,Female,Under 15 (Children),Children,2016,2.486
Turkmenistan,Male,Under 15 (Children),Children,2016,5.729
Turkiye,Female,Under 15 (Children),Children,2016,13.651
Turkiye,Male,Under 15 (Children),Children,2016,9.565
Uganda,Female,Under 15 (Children),Children,2016,3.663
Uganda,Male,Under 15 (Children),Children,2016,2.656
Ukraine,Female,Under 15 (Children),Children,2016,7.729
Ukraine,Male,Under 15 (Children),Children,2016,10.885
United Arab Emirates,Female,Under 15 (Children),Children,2016,4.251
United Arab Emirates,Male,Under 15 (Children),Children,2016,1.132
United Kingdom,Female,Under 15 (Children),Children,2016,4.682
United Kingdom,Male,Under 15 (Children),Children,2016,4.922
United States,Female,Under 15 (Children),Children,2016,4.789
United States,Male,Under 15 (Children),Children,2016,4.939
Virgin Islands (U.S.),Female,Under 15 (Children),Children,2016,13.446
Virgin Islands (U.S.),Male,Under 15 (Children),Children,2016,11.352
Uruguay,Female,Under 15 (Children),Children,2016,9.434
Uruguay,Male,Under 15 (Children),Children,2016,6.496
Uzbekistan,Female,Under 15 (Children),Children,2016,4.932
Uzbekistan,Male,Under 15 (Children),Children,2016,5.289
Vanuatu,Female,Under 15 (Children),Children,2016,6.453
Vanuatu,Male,Under 15 (Children),Children,2016,4.303
"Venezuela, RB",Female,Under 15 (Children),Children,2016,5.41
"Venezuela, RB",Male,Under 15 (Children),Children,2016,5.26
Viet Nam,Female,Under 15 (Children),Children,2016,1.7
Viet Nam,Male,Under 15 (Children),Children,2016,1.991
"Yemen, Rep.",Female,Under 15 (Children),Children,2016,30.377
"Yemen, Rep.",Male,Under 15 (Children),Children,2016,17.293
Zambia,Female,Under 15 (Children),Children,2016,8.764
Zambia,Male,Under 15 (Children),Children,2016,8.155
Zimbabwe,Female,Under 15 (Children),Children,2016,6.014
Zimbabwe,Male,Under 15 (Children),Children,2016,5.821
Afghanistan,Female,Under 15 (Children),Children,2017,14.017
Afghanistan,Male,Under 15 (Children),Children,2017,10.36
Albania,Female,Under 15 (Children),Children,2017,12.511
Albania,Male,Under 15 (Children),Children,2017,14.452
Algeria,Female,Under 15 (Children),Children,2017,20.785
Algeria,Male,Under 15 (Children),Children,2017,9.858
Angola,Female,Under 15 (Children),Children,2017,17.189
Angola,Male,Under 15 (Children),Children,2017,16.092
Argentina,Female,Under 15 (Children),Children,2017,9.491
Argentina,Male,Under 15 (Children),Children,2017,7.543
Armenia,Female,Under 15 (Children),Children,2017,11.345
Armenia,Male,Under 15 (Children),Children,2017,14.543
Australia,Female,Under 15 (Children),Children,2017,5.665
Australia,Male,Under 15 (Children),Children,2017,5.525
Austria,Female,Under 15 (Children),Children,2017,5.099
Austria,Male,Under 15 (Children),Children,2017,5.968
Azerbaijan,Female,Under 15 (Children),Children,2017,5.904
Azerbaijan,Male,Under 15 (Children),Children,2017,4.103
"Bahamas, The",Female,Under 15 (Children),Children,2017,11.382
"Bahamas, The",Male,Under 15 (Children),Children,2017,8.354
Bahrain,Female,Under 15 (Children),Children,2017,3.917
Bahrain,Male,Under 15 (Children),Children,2017,0.472
Bangladesh,Female,Under 15 (Children),Children,2017,6.656
Bangladesh,Male,Under 15 (Children),Children,2017,3.308
Barbados,Female,Under 15 (Children),Children,2017,8.776
Barbados,Male,Under 15 (Children),Children,2017,8.466
Belarus,Female,Under 15 (Children),Children,2017,4.053
Belarus,Male,Under 15 (Children),Children,2017,7.253
Belgium,Female,Under 15 (Children),Children,2017,7.058
Belgium,Male,Under 15 (Children),Children,2017,7.118
Belize,Female,Under 15 (Children),Children,2017,9.85
Belize,Male,Under 15 (Children),Children,2017,4.609
Benin,Female,Under 15 (Children),Children,2017,2.021
Benin,Male,Under 15 (Children),Children,2017,1.519
Bhutan,Female,Under 15 (Children),Children,2017,3.913
Bhutan,Male,Under 15 (Children),Children,2017,2.46
Bolivia,Female,Under 15 (Children),Children,2017,4.054
Bolivia,Male,Under 15 (Children),Children,2017,3.344
Bosnia and Herzegovina,Female,Under 15 (Children),Children,2017,23.113
Bosnia and Herzegovina,Male,Under 15 (Children),Children,2017,18.856
Botswana,Female,Under 15 (Children),Children,2017,21.981
Botswana,Male,Under 15 (Children),Children,2017,17.692
Brazil,Female,Under 15 (Children),Children,2017,14.876
Brazil,Male,Under 15 (Children),Children,2017,11.202
Brunei Darussalam,Female,Under 15 (Children),Children,2017,9.98
Brunei Darussalam,Male,Under 15 (Children),Children,2017,8.818
Bulgaria,Female,Under 15 (Children),Children,2017,5.946
Bulgaria,Male,Under 15 (Children),Children,2017,6.346
Burkina Faso,Female,Under 15 (Children),Children,2017,4.679
Burkina Faso,Male,Under 15 (Children),Children,2017,4.702
Burundi,Female,Under 15 (Children),Children,2017,1.037
Burundi,Male,Under 15 (Children),Children,2017,1.502
Cabo Verde,Female,Under 15 (Children),Children,2017,12.76
Cabo Verde,Male,Under 15 (Children),Children,2017,11.82
Cambodia,Female,Under 15 (Children),Children,2017,0.172
Cambodia,Male,Under 15 (Children),Children,2017,0.112
Cameroon,Female,Under 15 (Children),Children,2017,4.103
Cameroon,Male,Under 15 (Children),Children,2017,3.12
Canada,Female,Under 15 (Children),Children,2017,5.935
Canada,Male,Under 15 (Children),Children,2017,6.875
Central African Republic,Female,Under 15 (Children),Children,2017,6.932
Central African Republic,Male,Under 15 (Children),Children,2017,5.436
Chad,Female,Under 15 (Children),Children,2017,0.739
Chad,Male,Under 15 (Children),Children,2017,1.368
Channel Islands,Female,Under 15 (Children),Children,2017,7.28
Channel Islands,Male,Under 15 (Children),Children,2017,6.683
Chile,Female,Under 15 (Children),Children,2017,7.444
Chile,Male,Under 15 (Children),Children,2017,6.604
China,Female,Under 15 (Children),Children,2017,3.882
China,Male,Under 15 (Children),Children,2017,4.949
Colombia,Female,Under 15 (Children),Children,2017,11.759
Colombia,Male,Under 15 (Children),Children,2017,7.15
Comoros,Female,Under 15 (Children),Children,2017,5.541
Comoros,Male,Under 15 (Children),Children,2017,4.535
"Congo, Rep.",Female,Under 15 (Children),Children,2017,22.548
"Congo, Rep.",Male,Under 15 (Children),Children,2017,19.899
"Congo, Dem. Rep.",Female,Under 15 (Children),Children,2017,3.747
"Congo, Dem. Rep.",Male,Under 15 (Children),Children,2017,5.533
Costa Rica,Female,Under 15 (Children),Children,2017,9.743
Costa Rica,Male,Under 15 (Children),Children,2017,6.479
Croatia,Female,Under 15 (Children),Children,2017,11.914
Croatia,Male,Under 15 (Children),Children,2017,10.614
Cuba,Female,Under 15 (Children),Children,2017,1.637
Cuba,Male,Under 15 (Children),Children,2017,1.739
Cyprus,Female,Under 15 (Children),Children,2017,11.365
Cyprus,Male,Under 15 (Children),Children,2017,10.985
Czechia,Female,Under 15 (Children),Children,2017,3.579
Czechia,Male,Under 15 (Children),Children,2017,2.339
Cote d'Ivoire,Female,Under 15 (Children),Children,2017,3.85
Cote d'Ivoire,Male,Under 15 (Children),Children,2017,2.845
Denmark,Female,Under 15 (Children),Children,2017,6.046
Denmark,Male,Under 15 (Children),Children,2017,5.636
Djibouti,Female,Under 15 (Children),Children,2017,35.969
Djibouti,Male,Under 15 (Children),Children,2017,22.112
Dominican Republic,Female,Under 15 (Children),Children,2017,8.156
Dominican Republic,Male,Under 15 (Children),Children,2017,4.336
Ecuador,Female,Under 15 (Children),Children,2017,4.928
Ecuador,Male,Under 15 (Children),Children,2017,3.068
"Egypt, Arab Rep.",Female,Under 15 (Children),Children,2017,22.863
"Egypt, Arab Rep.",Male,Under 15 (Children),Children,2017,8.176
El Salvador,Female,Under 15 (Children),Children,2017,4.006
El Salvador,Male,Under 15 (Children),Children,2017,4.657
Equatorial Guinea,Female,Under 15 (Children),Children,2017,9.356
Equatorial Guinea,Male,Under 15 (Children),Children,2017,7.593
Estonia,Female,Under 15 (Children),Children,2017,5.3
Estonia,Male,Under 15 (Children),Children,2017,6.19
Eswatini,Female,Under 15 (Children),Children,2017,24.45
Eswatini,Male,Under 15 (Children),Children,2017,21.053
Ethiopia,Female,Under 15 (Children),Children,2017,3.473
Ethiopia,Male,Under 15 (Children),Children,2017,1.857
Fiji,Female,Under 15 (Children),Children,2017,5.556
Fiji,Male,Under 15 (Children),Children,2017,3.711
Finland,Female,Under 15 (Children),Children,2017,8.39
Finland,Male,Under 15 (Children),Children,2017,8.87
France,Female,Under 15 (Children),Children,2017,9.374
France,Male,Under 15 (Children),Children,2017,9.444
French Polynesia,Female,Under 15 (Children),Children,2017,12.394
French Polynesia,Male,Under 15 (Children),Children,2017,10.645
Gabon,Female,Under 15 (Children),Children,2017,28.93
Gabon,Male,Under 15 (Children),Children,2017,14.624
"Gambia, The",Female,Under 15 (Children),Children,2017,4.8
"Gambia, The",Male,Under 15 (Children),Children,2017,5.47
Georgia,Female,Under 15 (Children),Children,2017,12.724
Georgia,Male,Under 15 (Children),Children,2017,14.991
Germany,Female,Under 15 (Children),Children,2017,3.317
Germany,Male,Under 15 (Children),Children,2017,4.128
Ghana,Female,Under 15 (Children),Children,2017,3.491
Ghana,Male,Under 15 (Children),Children,2017,3.26
Greece,Female,Under 15 (Children),Children,2017,26.013
Greece,Male,Under 15 (Children),Children,2017,17.718
Guam,Female,Under 15 (Children),Children,2017,5.129
Guam,Male,Under 15 (Children),Children,2017,5.652
Guatemala,Female,Under 15 (Children),Children,2017,3.53
Guatemala,Male,Under 15 (Children),Children,2017,1.946
Guinea,Female,Under 15 (Children),Children,2017,4.696
Guinea,Male,Under 15 (Children),Children,2017,4.828
Guinea-Bissau,Female,Under 15 (Children),Children,2017,2.652
Guinea-Bissau,Male,Under 15 (Children),Children,2017,3.508
Guyana,Female,Under 15 (Children),Children,2017,16.317
Guyana,Male,Under 15 (Children),Children,2017,12.15
Haiti,Female,Under 15 (Children),Children,2017,16.781
Haiti,Male,Under 15 (Children),Children,2017,11.128
Honduras,Female,Under 15 (Children),Children,2017,8.058
Honduras,Male,Under 15 (Children),Children,2017,4.147
"Hong Kong SAR, China",Female,Under 15 (Children),Children,2017,2.856
"Hong Kong SAR, China",Male,Under 15 (Children),Children,2017,3.375
Hungary,Female,Under 15 (Children),Children,2017,4.577
Hungary,Male,Under 15 (Children),Children,2017,3.816
Iceland,Female,Under 15 (Children),Children,2017,2.719
Iceland,Male,Under 15 (Children),Children,2017,2.759
India,Female,Under 15 (Children),Children,2017,7.812
India,Male,Under 15 (Children),Children,2017,7.7
Indonesia,Female,Under 15 (Children),Children,2017,3.48
Indonesia,Male,Under 15 (Children),Children,2017,3.971
"Iran, Islamic Rep.",Female,Under 15 (Children),Children,2017,19.95
"Iran, Islamic Rep.",Male,Under 15 (Children),Children,2017,10.346
Iraq,Female,Under 15 (Children),Children,2017,30.738
Iraq,Male,Under 15 (Children),Children,2017,10.187
Ireland,Female,Under 15 (Children),Children,2017,6.287
Ireland,Male,Under 15 (Children),Children,2017,7.066
Israel,Female,Under 15 (Children),Children,2017,4.241
Israel,Male,Under 15 (Children),Children,2017,4.051
Italy,Female,Under 15 (Children),Children,2017,12.387
Italy,Male,Under 15 (Children),Children,2017,10.337
Jamaica,Female,Under 15 (Children),Children,2017,9.717
Jamaica,Male,Under 15 (Children),Children,2017,5.484
Japan,Female,Under 15 (Children),Children,2017,2.646
Japan,Male,Under 15 (Children),Children,2017,2.955
Jordan,Female,Under 15 (Children),Children,2017,27.353
Jordan,Male,Under 15 (Children),Children,2017,15.882
Kazakhstan,Female,Under 15 (Children),Children,2017,5.42
Kazakhstan,Male,Under 15 (Children),Children,2017,4.392
Kenya,Female,Under 15 (Children),Children,2017,3.765
Kenya,Male,Under 15 (Children),Children,2017,3.364
"Korea, Rep.",Female,Under 15 (Children),Children,2017,3.476
"Korea, Rep.",Male,Under 15 (Children),Children,2017,3.776
Kuwait,Female,Under 15 (Children),Children,2017,5.885
Kuwait,Male,Under 15 (Children),Children,2017,0.96
Kyrgyz Republic,Female,Under 15 (Children),Children,2017,3.775
Kyrgyz Republic,Male,Under 15 (Children),Children,2017,3.416
Lao PDR,Female,Under 15 (Children),Children,2017,2.743
Lao PDR,Male,Under 15 (Children),Children,2017,3.731
Latvia,Female,Under 15 (Children),Children,2017,7.677
Latvia,Male,Under 15 (Children),Children,2017,9.756
Lebanon,Female,Under 15 (Children),Children,2017,13.412
Lebanon,Male,Under 15 (Children),Children,2017,8.793
Lesotho,Female,Under 15 (Children),Children,2017,18.593
Lesotho,Male,Under 15 (Children),Children,2017,14.681
Liberia,Female,Under 15 (Children),Children,2017,2.329
Liberia,Male,Under 15 (Children),Children,2017,3.738
Libya,Female,Under 15 (Children),Children,2017,24.84
Libya,Male,Under 15 (Children),Children,2017,15.736
Lithuania,Female,Under 15 (Children),Children,2017,5.661
Lithuania,Male,Under 15 (Children),Children,2017,8.471
Luxembourg,Female,Under 15 (Children),Children,2017,5.499
Luxembourg,Male,Under 15 (Children),Children,2017,5.539
"Macao SAR, China",Female,Under 15 (Children),Children,2017,1.59
"Macao SAR, China",Male,Under 15 (Children),Children,2017,2.385
Madagascar,Female,Under 15 (Children),Children,2017,1.781
Madagascar,Male,Under 15 (Children),Children,2017,1.747
Malawi,Female,Under 15 (Children),Children,2017,5.943
Malawi,Male,Under 15 (Children),Children,2017,4.167
Malaysia,Female,Under 15 (Children),Children,2017,3.824
Malaysia,Male,Under 15 (Children),Children,2017,3.15
Maldives,Female,Under 15 (Children),Children,2017,4.712
Maldives,Male,Under 15 (Children),Children,2017,5.625
Mali,Female,Under 15 (Children),Children,2017,1.428
Mali,Male,Under 15 (Children),Children,2017,1.543
Malta,Female,Under 15 (Children),Children,2017,4.256
Malta,Male,Under 15 (Children),Children,2017,3.835
Mauritania,Female,Under 15 (Children),Children,2017,11.543
Mauritania,Male,Under 15 (Children),Children,2017,9.739
Mauritius,Female,Under 15 (Children),Children,2017,10.066
Mauritius,Male,Under 15 (Children),Children,2017,4.652
Mexico,Female,Under 15 (Children),Children,2017,3.602
Mexico,Male,Under 15 (Children),Children,2017,3.312
Moldova,Female,Under 15 (Children),Children,2017,1.336
Moldova,Male,Under 15 (Children),Children,2017,1.934
Mongolia,Female,Under 15 (Children),Children,2017,5.65
Mongolia,Male,Under 15 (Children),Children,2017,6.967
Montenegro,Female,Under 15 (Children),Children,2017,16.946
Montenegro,Male,Under 15 (Children),Children,2017,15.367
Morocco,Female,Under 15 (Children),Children,2017,11.044
Morocco,Male,Under 15 (Children),Children,2017,9.243
Mozambique,Female,Under 15 (Children),Children,2017,3.843
Mozambique,Male,Under 15 (Children),Children,2017,3.318
Myanmar,Female,Under 15 (Children),Children,2017,1.814
Myanmar,Male,Under 15 (Children),Children,2017,1.07
Namibia,Female,Under 15 (Children),Children,2017,21.975
Namibia,Male,Under 15 (Children),Children,2017,21.601
Nepal,Female,Under 15 (Children),Children,2017,12.062
Nepal,Male,Under 15 (Children),Children,2017,9.824
Netherlands,Female,Under 15 (Children),Children,2017,5.257
Netherlands,Male,Under 15 (Children),Children,2017,4.477
New Caledonia,Female,Under 15 (Children),Children,2017,13.47
New Caledonia,Male,Under 15 (Children),Children,2017,10.137
New Zealand,Female,Under 15 (Children),Children,2017,5.24
New Zealand,Male,Under 15 (Children),Children,2017,4.29
Nicaragua,Female,Under 15 (Children),Children,2017,3.489
Nicaragua,Male,Under 15 (Children),Children,2017,3.181
Niger,Female,Under 15 (Children),Children,2017,0.458
Niger,Male,Under 15 (Children),Children,2017,0.654
Nigeria,Female,Under 15 (Children),Children,2017,4.538
Nigeria,Male,Under 15 (Children),Children,2017,5.169
North Macedonia,Female,Under 15 (Children),Children,2017,22.408
North Macedonia,Male,Under 15 (Children),Children,2017,23.068
Norway,Female,Under 15 (Children),Children,2017,3.69
Norway,Male,Under 15 (Children),Children,2017,4.581
West Bank and Gaza,Female,Under 15 (Children),Children,2017,42.521
West Bank and Gaza,Male,Under 15 (Children),Children,2017,21.375
Oman,Female,Under 15 (Children),Children,2017,10.452
Oman,Male,Under 15 (Children),Children,2017,1.308
Pakistan,Female,Under 15 (Children),Children,2017,3.638
Pakistan,Male,Under 15 (Children),Children,2017,3.063
Panama,Female,Under 15 (Children),Children,2017,6.928
Panama,Male,Under 15 (Children),Children,2017,4.367
Papua New Guinea,Female,Under 15 (Children),Children,2017,1.44
Papua New Guinea,Male,Under 15 (Children),Children,2017,3.702
Paraguay,Female,Under 15 (Children),Children,2017,7.796
Paraguay,Male,Under 15 (Children),Children,2017,5.01
Peru,Female,Under 15 (Children),Children,2017,3.906
Peru,Male,Under 15 (Children),Children,2017,3.507
Philippines,Female,Under 15 (Children),Children,2017,2.699
Philippines,Male,Under 15 (Children),Children,2017,2.459
Poland,Female,Under 15 (Children),Children,2017,4.912
Poland,Male,Under 15 (Children),Children,2017,4.872
Portugal,Female,Under 15 (Children),Children,2017,9.351
Portugal,Male,Under 15 (Children),Children,2017,8.41
Puerto Rico,Female,Under 15 (Children),Children,2017,8.657
Puerto Rico,Male,Under 15 (Children),Children,2017,12.328
Qatar,Female,Under 15 (Children),Children,2017,0.628
Qatar,Male,Under 15 (Children),Children,2017,0.061
Romania,Female,Under 15 (Children),Children,2017,4.048
Romania,Male,Under 15 (Children),Children,2017,5.611
Russian Federation,Female,Under 15 (Children),Children,2017,5.05
Russian Federation,Male,Under 15 (Children),Children,2017,5.36
Rwanda,Female,Under 15 (Children),Children,2017,12.65
Rwanda,Male,Under 15 (Children),Children,2017,11.187
St. Lucia,Female,Under 15 (Children),Children,2017,20.901
St. Lucia,Male,Under 15 (Children),Children,2017,17.138
St. Vincent and the Grenadines,Female,Under 15 (Children),Children,2017,16.81
St. Vincent and the Grenadines,Male,Under 15 (Children),Children,2017,20.409
Samoa,Female,Under 15 (Children),Children,2017,14.539
Samoa,Male,Under 15 (Children),Children,2017,6.323
Sao Tome and Principe,Female,Under 15 (Children),Children,2017,21.543
Sao Tome and Principe,Male,Under 15 (Children),Children,2017,9.741
Saudi Arabia,Female,Under 15 (Children),Children,2017,21.613
Saudi Arabia,Male,Under 15 (Children),Children,2017,3.267
Senegal,Female,Under 15 (Children),Children,2017,3.623
Senegal,Male,Under 15 (Children),Children,2017,4.389
