country_name,sex,age_group,age_categories,year,unemployment_rate
Iraq,Male,Under 15 (Children),Children,2015,8.527
Ireland,Female,15-24 (Youth),Youth,2015,16.349
Ireland,Female,25+ (Adults),Adults,2015,7.893
Ireland,Female,Under 15 (Children),Children,2015,8.913
Ireland,Male,15-24 (Youth),Youth,2015,23.598
Ireland,Male,25+ (Adults),Adults,2015,9.037
Ireland,Male,Under 15 (Children),Children,2015,10.733
Israel,Female,15-24 (Youth),Youth,2015,9.657
Israel,Female,25+ (Adults),Adults,2015,4.46
Israel,Female,Under 15 (Children),Children,2015,5.313
Israel,Male,15-24 (Youth),Youth,2015,8.839
Israel,Male,25+ (Adults),Adults,2015,4.321
Israel,Male,Under 15 (Children),Children,2015,5.063
Italy,Female,15-24 (Youth),Youth,2015,42.646
Italy,Female,25+ (Adults),Adults,2015,10.856
Italy,Female,Under 15 (Children),Children,2015,12.692
Italy,Male,15-24 (Youth),Youth,2015,38.839
Italy,Male,25+ (Adults),Adults,2015,9.479
Italy,Male,Under 15 (Children),Children,2015,11.321
Jamaica,Female,15-24 (Youth),Youth,2015,33.698
Jamaica,Female,25+ (Adults),Adults,2015,8.342
Jamaica,Female,Under 15 (Children),Children,2015,11.456
Jamaica,Male,15-24 (Youth),Youth,2015,20.161
Jamaica,Male,25+ (Adults),Adults,2015,4.455
Jamaica,Male,Under 15 (Children),Children,2015,6.641
Japan,Female,15-24 (Youth),Youth,2015,5.071
Japan,Female,25+ (Adults),Adults,2015,2.898
Japan,Female,Under 15 (Children),Children,2015,3.093
Japan,Male,15-24 (Youth),Youth,2015,5.862
Japan,Male,25+ (Adults),Adults,2015,3.444
Japan,Male,Under 15 (Children),Children,2015,3.614
Jordan,Female,15-24 (Youth),Youth,2015,53.121
Jordan,Female,25+ (Adults),Adults,2015,12.369
Jordan,Female,Under 15 (Children),Children,2015,22.783
Jordan,Male,15-24 (Youth),Youth,2015,25.983
Jordan,Male,25+ (Adults),Adults,2015,6.505
Jordan,Male,Under 15 (Children),Children,2015,11.093
Kazakhstan,Female,15-24 (Youth),Youth,2015,4.013
Kazakhstan,Female,25+ (Adults),Adults,2015,5.697
Kazakhstan,Female,Under 15 (Children),Children,2015,5.501
Kazakhstan,Male,15-24 (Youth),Youth,2015,3.541
Kazakhstan,Male,25+ (Adults),Adults,2015,4.495
Kazakhstan,Male,Under 15 (Children),Children,2015,4.367
Kenya,Female,15-24 (Youth),Youth,2015,7.341
Kenya,Female,25+ (Adults),Adults,2015,1.783
Kenya,Female,Under 15 (Children),Children,2015,2.956
Kenya,Male,15-24 (Youth),Youth,2015,7.364
Kenya,Male,25+ (Adults),Adults,2015,1.348
Kenya,Male,Under 15 (Children),Children,2015,2.596
"Korea, Rep.",Female,15-24 (Youth),Youth,2015,9.928
"Korea, Rep.",Female,25+ (Adults),Adults,2015,2.865
"Korea, Rep.",Female,Under 15 (Children),Children,2015,3.486
"Korea, Rep.",Male,15-24 (Youth),Youth,2015,9.893
"Korea, Rep.",Male,25+ (Adults),Adults,2015,3.234
"Korea, Rep.",Male,Under 15 (Children),Children,2015,3.596
Kuwait,Female,15-24 (Youth),Youth,2015,20.936
Kuwait,Female,25+ (Adults),Adults,2015,3.774
Kuwait,Female,Under 15 (Children),Children,2015,4.75
Kuwait,Male,15-24 (Youth),Youth,2015,14.13
Kuwait,Male,25+ (Adults),Adults,2015,0.682
Kuwait,Male,Under 15 (Children),Children,2015,1.296
Kyrgyz Republic,Female,15-24 (Youth),Youth,2015,8.005
Kyrgyz Republic,Female,25+ (Adults),Adults,2015,2.524
Kyrgyz Republic,Female,Under 15 (Children),Children,2015,3.536
Kyrgyz Republic,Male,15-24 (Youth),Youth,2015,5.303
Kyrgyz Republic,Male,25+ (Adults),Adults,2015,2.617
Kyrgyz Republic,Male,Under 15 (Children),Children,2015,3.199
Lao PDR,Female,15-24 (Youth),Youth,2015,4.107
Lao PDR,Female,25+ (Adults),Adults,2015,1.339
Lao PDR,Female,Under 15 (Children),Children,2015,2.113
Lao PDR,Male,15-24 (Youth),Youth,2015,4.949
Lao PDR,Male,25+ (Adults),Adults,2015,2.139
Lao PDR,Male,Under 15 (Children),Children,2015,2.831
Latvia,Female,15-24 (Youth),Youth,2015,14.144
Latvia,Female,25+ (Adults),Adults,2015,8.194
Latvia,Female,Under 15 (Children),Children,2015,8.636
Latvia,Male,15-24 (Youth),Youth,2015,18.012
Latvia,Male,25+ (Adults),Adults,2015,10.372
Latvia,Male,Under 15 (Children),Children,2015,11.085
Lebanon,Female,15-24 (Youth),Youth,2015,21.071
Lebanon,Female,25+ (Adults),Adults,2015,10.439
Lebanon,Female,Under 15 (Children),Children,2015,12.68
Lebanon,Male,15-24 (Youth),Youth,2015,20.054
Lebanon,Male,25+ (Adults),Adults,2015,5.527
Lebanon,Male,Under 15 (Children),Children,2015,7.846
Lesotho,Female,15-24 (Youth),Youth,2015,33.321
Lesotho,Female,25+ (Adults),Adults,2015,14.485
Lesotho,Female,Under 15 (Children),Children,2015,18.349
Lesotho,Male,15-24 (Youth),Youth,2015,17.242
Lesotho,Male,25+ (Adults),Adults,2015,13.639
Lesotho,Male,Under 15 (Children),Children,2015,14.478
Liberia,Female,15-24 (Youth),Youth,2015,1.684
Liberia,Female,25+ (Adults),Adults,2015,2.167
Liberia,Female,Under 15 (Children),Children,2015,2.05
Liberia,Male,15-24 (Youth),Youth,2015,2.133
Liberia,Male,25+ (Adults),Adults,2015,3.302
Liberia,Male,Under 15 (Children),Children,2015,3.017
Libya,Female,15-24 (Youth),Youth,2015,70.024
Libya,Female,25+ (Adults),Adults,2015,21.985
Libya,Female,Under 15 (Children),Children,2015,25.713
Libya,Male,15-24 (Youth),Youth,2015,42.904
Libya,Male,25+ (Adults),Adults,2015,13.637
Libya,Male,Under 15 (Children),Children,2015,16.412
Lithuania,Female,15-24 (Youth),Youth,2015,16.675
Lithuania,Female,25+ (Adults),Adults,2015,7.478
Lithuania,Female,Under 15 (Children),Children,2015,8.152
Lithuania,Male,15-24 (Youth),Youth,2015,16.069
Lithuania,Male,25+ (Adults),Adults,2015,9.483
Lithuania,Male,Under 15 (Children),Children,2015,10.09
Luxembourg,Female,15-24 (Youth),Youth,2015,15.671
Luxembourg,Female,25+ (Adults),Adults,2015,6.545
Luxembourg,Female,Under 15 (Children),Children,2015,7.345
Luxembourg,Male,15-24 (Youth),Youth,2015,18.892
Luxembourg,Male,25+ (Adults),Adults,2015,4.983
Luxembourg,Male,Under 15 (Children),Children,2015,6.104
"Macao SAR, China",Female,15-24 (Youth),Youth,2015,3.526
"Macao SAR, China",Female,25+ (Adults),Adults,2015,1.377
"Macao SAR, China",Female,Under 15 (Children),Children,2015,1.604
"Macao SAR, China",Male,15-24 (Youth),Youth,2015,5.2
"Macao SAR, China",Male,25+ (Adults),Adults,2015,1.681
"Macao SAR, China",Male,Under 15 (Children),Children,2015,2.012
Madagascar,Female,15-24 (Youth),Youth,2015,2.94
Madagascar,Female,25+ (Adults),Adults,2015,1.315
Madagascar,Female,Under 15 (Children),Children,2015,1.806
Madagascar,Male,15-24 (Youth),Youth,2015,3.713
Madagascar,Male,25+ (Adults),Adults,2015,0.935
Madagascar,Male,Under 15 (Children),Children,2015,1.775
Malawi,Female,15-24 (Youth),Youth,2015,7.057
Malawi,Female,25+ (Adults),Adults,2015,5.307
Malawi,Female,Under 15 (Children),Children,2015,5.823
Malawi,Male,15-24 (Youth),Youth,2015,6.397
Malawi,Male,25+ (Adults),Adults,2015,3.124
Malawi,Male,Under 15 (Children),Children,2015,4.074
Malaysia,Female,15-24 (Youth),Youth,2015,12.386
Malaysia,Female,25+ (Adults),Adults,2015,1.622
Malaysia,Female,Under 15 (Children),Children,2015,3.391
Malaysia,Male,15-24 (Youth),Youth,2015,10.524
Malaysia,Male,25+ (Adults),Adults,2015,1.529
Malaysia,Male,Under 15 (Children),Children,2015,2.921
Maldives,Female,15-24 (Youth),Youth,2015,12.104
Maldives,Female,25+ (Adults),Adults,2015,4.298
Maldives,Female,Under 15 (Children),Children,2015,6.439
Maldives,Male,15-24 (Youth),Youth,2015,19.614
Maldives,Male,25+ (Adults),Adults,2015,3.695
Maldives,Male,Under 15 (Children),Children,2015,6.684
Mali,Female,15-24 (Youth),Youth,2015,2.048
Mali,Female,25+ (Adults),Adults,2015,0.993
Mali,Female,Under 15 (Children),Children,2015,1.348
Mali,Male,15-24 (Youth),Youth,2015,2.317
Mali,Male,25+ (Adults),Adults,2015,1.15
Mali,Male,Under 15 (Children),Children,2015,1.484
Malta,Female,15-24 (Youth),Youth,2015,9.811
Malta,Female,25+ (Adults),Adults,2015,4.542
Malta,Female,Under 15 (Children),Children,2015,5.392
Malta,Male,15-24 (Youth),Youth,2015,13.123
Malta,Male,25+ (Adults),Adults,2015,4.316
Malta,Male,Under 15 (Children),Children,2015,5.372
Mauritania,Female,15-24 (Youth),Youth,2015,21.602
Mauritania,Female,25+ (Adults),Adults,2015,9.667
Mauritania,Female,Under 15 (Children),Children,2015,11.877
Mauritania,Male,15-24 (Youth),Youth,2015,16.88
Mauritania,Male,25+ (Adults),Adults,2015,7.567
Mauritania,Male,Under 15 (Children),Children,2015,9.213
Mauritius,Female,15-24 (Youth),Youth,2015,31.285
Mauritius,Female,25+ (Adults),Adults,2015,7.145
Mauritius,Female,Under 15 (Children),Children,2015,10.717
Mauritius,Male,15-24 (Youth),Youth,2015,21.328
Mauritius,Male,25+ (Adults),Adults,2015,2.968
Mauritius,Male,Under 15 (Children),Children,2015,5.298
Mexico,Female,15-24 (Youth),Youth,2015,9.949
Mexico,Female,25+ (Adults),Adults,2015,3.31
Mexico,Female,Under 15 (Children),Children,2015,4.454
Mexico,Male,15-24 (Youth),Youth,2015,7.808
Mexico,Male,25+ (Adults),Adults,2015,3.396
Mexico,Male,Under 15 (Children),Children,2015,4.224
Moldova,Female,15-24 (Youth),Youth,2015,2.935
Moldova,Female,25+ (Adults),Adults,2015,1.138
Moldova,Female,Under 15 (Children),Children,2015,1.329
Moldova,Male,15-24 (Youth),Youth,2015,3.707
Moldova,Male,25+ (Adults),Adults,2015,2.078
Moldova,Male,Under 15 (Children),Children,2015,2.279
Mongolia,Female,15-24 (Youth),Youth,2015,13.756
Mongolia,Female,25+ (Adults),Adults,2015,3.106
Mongolia,Female,Under 15 (Children),Children,2015,4.244
Mongolia,Male,15-24 (Youth),Youth,2015,12.036
Mongolia,Male,25+ (Adults),Adults,2015,4.412
Mongolia,Male,Under 15 (Children),Children,2015,5.38
Montenegro,Female,15-24 (Youth),Youth,2015,34.635
Montenegro,Female,25+ (Adults),Adults,2015,15.606
Montenegro,Female,Under 15 (Children),Children,2015,17.307
Montenegro,Male,15-24 (Youth),Youth,2015,40.202
Montenegro,Male,25+ (Adults),Adults,2015,15.36
Montenegro,Male,Under 15 (Children),Children,2015,17.757
Morocco,Female,15-24 (Youth),Youth,2015,21.3
Morocco,Female,25+ (Adults),Adults,2015,8.149
Morocco,Female,Under 15 (Children),Children,2015,10.413
Morocco,Male,15-24 (Youth),Youth,2015,20.692
Morocco,Male,25+ (Adults),Adults,2015,7.086
Morocco,Male,Under 15 (Children),Children,2015,9.13
Mozambique,Female,15-24 (Youth),Youth,2015,7.037
Mozambique,Female,25+ (Adults),Adults,2015,2.365
Mozambique,Female,Under 15 (Children),Children,2015,3.683
Mozambique,Male,15-24 (Youth),Youth,2015,7.43
Mozambique,Male,25+ (Adults),Adults,2015,1.401
Mozambique,Male,Under 15 (Children),Children,2015,3.162
Myanmar,Female,15-24 (Youth),Youth,2015,1.781
Myanmar,Female,25+ (Adults),Adults,2015,0.632
Myanmar,Female,Under 15 (Children),Children,2015,0.91
Myanmar,Male,15-24 (Youth),Youth,2015,1.455
Myanmar,Male,25+ (Adults),Adults,2015,0.468
Myanmar,Male,Under 15 (Children),Children,2015,0.678
Namibia,Female,15-24 (Youth),Youth,2015,46.704
Namibia,Female,25+ (Adults),Adults,2015,16.933
Namibia,Female,Under 15 (Children),Children,2015,22.507
Namibia,Male,15-24 (Youth),Youth,2015,35.979
Namibia,Male,25+ (Adults),Adults,2015,14.947
Namibia,Male,Under 15 (Children),Children,2015,19.084
Nepal,Female,15-24 (Youth),Youth,2015,21.892
Nepal,Female,25+ (Adults),Adults,2015,9.055
Nepal,Female,Under 15 (Children),Children,2015,12.106
Nepal,Male,15-24 (Youth),Youth,2015,18.597
Nepal,Male,25+ (Adults),Adults,2015,7.23
Nepal,Male,Under 15 (Children),Children,2015,9.86
Netherlands,Female,15-24 (Youth),Youth,2015,11.15
Netherlands,Female,25+ (Adults),Adults,2015,6.473
Netherlands,Female,Under 15 (Children),Children,2015,7.267
Netherlands,Male,15-24 (Youth),Youth,2015,11.324
Netherlands,Male,25+ (Adults),Adults,2015,5.701
Netherlands,Male,Under 15 (Children),Children,2015,6.527
New Caledonia,Female,15-24 (Youth),Youth,2015,39.756
New Caledonia,Female,25+ (Adults),Adults,2015,11.014
New Caledonia,Female,Under 15 (Children),Children,2015,14.906
New Caledonia,Male,15-24 (Youth),Youth,2015,35.875
New Caledonia,Male,25+ (Adults),Adults,2015,8.816
New Caledonia,Male,Under 15 (Children),Children,2015,12.554
New Zealand,Female,15-24 (Youth),Youth,2015,13.853
New Zealand,Female,25+ (Adults),Adults,2015,4.444
New Zealand,Female,Under 15 (Children),Children,2015,5.908
New Zealand,Male,15-24 (Youth),Youth,2015,13.972
New Zealand,Male,25+ (Adults),Adults,2015,3.287
New Zealand,Male,Under 15 (Children),Children,2015,4.979
Nicaragua,Female,15-24 (Youth),Youth,2015,12.6
Nicaragua,Female,25+ (Adults),Adults,2015,3.688
Nicaragua,Female,Under 15 (Children),Children,2015,5.449
Nicaragua,Male,15-24 (Youth),Youth,2015,7.004
Nicaragua,Male,25+ (Adults),Adults,2015,3.213
Nicaragua,Male,Under 15 (Children),Children,2015,4.238
Niger,Female,15-24 (Youth),Youth,2015,0.413
Niger,Female,25+ (Adults),Adults,2015,0.47
Niger,Female,Under 15 (Children),Children,2015,0.453
Niger,Male,15-24 (Youth),Youth,2015,0.886
Niger,Male,25+ (Adults),Adults,2015,0.532
Niger,Male,Under 15 (Children),Children,2015,0.643
Nigeria,Female,15-24 (Youth),Youth,2015,11.382
Nigeria,Female,25+ (Adults),Adults,2015,2.454
Nigeria,Female,Under 15 (Children),Children,2015,3.784
Nigeria,Male,15-24 (Youth),Youth,2015,9.877
Nigeria,Male,25+ (Adults),Adults,2015,3.46
Nigeria,Male,Under 15 (Children),Children,2015,4.38
North Macedonia,Female,15-24 (Youth),Youth,2015,43.8
North Macedonia,Female,25+ (Adults),Adults,2015,23.449
North Macedonia,Female,Under 15 (Children),Children,2015,25.378
North Macedonia,Male,15-24 (Youth),Youth,2015,50.014
North Macedonia,Male,25+ (Adults),Adults,2015,24.413
North Macedonia,Male,Under 15 (Children),Children,2015,27.118
Norway,Female,15-24 (Youth),Youth,2015,8.591
Norway,Female,25+ (Adults),Adults,2015,3.249
Norway,Female,Under 15 (Children),Children,2015,4.004
Norway,Male,15-24 (Youth),Youth,2015,11.143
Norway,Male,25+ (Adults),Adults,2015,3.577
Norway,Male,Under 15 (Children),Children,2015,4.564
West Bank and Gaza,Female,15-24 (Youth),Youth,2015,56.179
West Bank and Gaza,Female,25+ (Adults),Adults,2015,28.478
West Bank and Gaza,Female,Under 15 (Children),Children,2015,34.121
West Bank and Gaza,Male,15-24 (Youth),Youth,2015,33.242
West Bank and Gaza,Male,25+ (Adults),Adults,2015,15.385
West Bank and Gaza,Male,Under 15 (Children),Children,2015,20.083
Oman,Female,15-24 (Youth),Youth,2015,30.98
Oman,Female,25+ (Adults),Adults,2015,9.986
Oman,Female,Under 15 (Children),Children,2015,12.621
Oman,Male,15-24 (Youth),Youth,2015,12.321
Oman,Male,25+ (Adults),Adults,2015,0.736
Oman,Male,Under 15 (Children),Children,2015,1.962
Pakistan,Female,15-24 (Youth),Youth,2015,9.505
Pakistan,Female,25+ (Adults),Adults,2015,4.816
Pakistan,Female,Under 15 (Children),Children,2015,6.15
Pakistan,Male,15-24 (Youth),Youth,2015,5.736
Pakistan,Male,25+ (Adults),Adults,2015,1.848
Pakistan,Male,Under 15 (Children),Children,2015,2.818
Panama,Female,15-24 (Youth),Youth,2015,15.77
Panama,Female,25+ (Adults),Adults,2015,3.68
Panama,Female,Under 15 (Children),Children,2015,5.367
Panama,Male,15-24 (Youth),Youth,2015,9.48
Panama,Male,25+ (Adults),Adults,2015,2.54
Panama,Male,Under 15 (Children),Children,2015,3.715
Papua New Guinea,Female,15-24 (Youth),Youth,2015,3.339
Papua New Guinea,Female,25+ (Adults),Adults,2015,0.783
Papua New Guinea,Female,Under 15 (Children),Children,2015,1.398
Papua New Guinea,Male,15-24 (Youth),Youth,2015,5.86
Papua New Guinea,Male,25+ (Adults),Adults,2015,2.923
Papua New Guinea,Male,Under 15 (Children),Children,2015,3.586
Paraguay,Female,15-24 (Youth),Youth,2015,11.858
Paraguay,Female,25+ (Adults),Adults,2015,3.139
Paraguay,Female,Under 15 (Children),Children,2015,4.942
Paraguay,Male,15-24 (Youth),Youth,2015,10.367
Paraguay,Male,25+ (Adults),Adults,2015,2.341
Paraguay,Male,Under 15 (Children),Children,2015,4.301
Peru,Female,15-24 (Youth),Youth,2015,6.625
Peru,Female,25+ (Adults),Adults,2015,2.544
Peru,Female,Under 15 (Children),Children,2015,3.346
Peru,Male,15-24 (Youth),Youth,2015,7.086
Peru,Male,25+ (Adults),Adults,2015,2.315
Peru,Male,Under 15 (Children),Children,2015,3.206
Philippines,Female,15-24 (Youth),Youth,2015,10.286
Philippines,Female,25+ (Adults),Adults,2015,1.66
Philippines,Female,Under 15 (Children),Children,2015,3.222
Philippines,Male,15-24 (Youth),Youth,2015,7.706
Philippines,Male,25+ (Adults),Adults,2015,1.849
Philippines,Male,Under 15 (Children),Children,2015,2.971
Poland,Female,15-24 (Youth),Youth,2015,20.929
Poland,Female,25+ (Adults),Adults,2015,6.708
Poland,Female,Under 15 (Children),Children,2015,7.709
Poland,Male,15-24 (Youth),Youth,2015,20.677
Poland,Male,25+ (Adults),Adults,2015,6.073
Poland,Male,Under 15 (Children),Children,2015,7.329
Portugal,Female,15-24 (Youth),Youth,2015,34.522
Portugal,Female,25+ (Adults),Adults,2015,11.106
Portugal,Female,Under 15 (Children),Children,2015,12.752
Portugal,Male,15-24 (Youth),Youth,2015,29.583
Portugal,Male,25+ (Adults),Adults,2015,10.81
Portugal,Male,Under 15 (Children),Children,2015,12.162
Puerto Rico,Female,15-24 (Youth),Youth,2015,20.689
Puerto Rico,Female,25+ (Adults),Adults,2015,8.574
Puerto Rico,Female,Under 15 (Children),Children,2015,9.647
Puerto Rico,Male,15-24 (Youth),Youth,2015,30.182
Puerto Rico,Male,25+ (Adults),Adults,2015,11.851
Puerto Rico,Male,Under 15 (Children),Children,2015,13.724
Qatar,Female,15-24 (Youth),Youth,2015,3.046
Qatar,Female,25+ (Adults),Adults,2015,0.563
Qatar,Female,Under 15 (Children),Children,2015,0.87
Qatar,Male,15-24 (Youth),Youth,2015,0.231
Qatar,Male,25+ (Adults),Adults,2015,0.034
Qatar,Male,Under 15 (Children),Children,2015,0.061
Romania,Female,15-24 (Youth),Youth,2015,23.315
Romania,Female,25+ (Adults),Adults,2015,4.568
Romania,Female,Under 15 (Children),Children,2015,5.856
Romania,Male,15-24 (Youth),Youth,2015,20.539
Romania,Male,25+ (Adults),Adults,2015,6.403
Romania,Male,Under 15 (Children),Children,2015,7.537
Russian Federation,Female,15-24 (Youth),Youth,2015,17.282
Russian Federation,Female,25+ (Adults),Adults,2015,4.401
Russian Federation,Female,Under 15 (Children),Children,2015,5.307
Russian Federation,Male,15-24 (Youth),Youth,2015,15.591
Russian Federation,Male,25+ (Adults),Adults,2015,4.903
Russian Federation,Male,Under 15 (Children),Children,2015,5.817
Rwanda,Female,15-24 (Youth),Youth,2015,17.876
Rwanda,Female,25+ (Adults),Adults,2015,10.857
Rwanda,Female,Under 15 (Children),Children,2015,12.623
Rwanda,Male,15-24 (Youth),Youth,2015,15.416
Rwanda,Male,25+ (Adults),Adults,2015,9.822
Rwanda,Male,Under 15 (Children),Children,2015,11.162
St. Lucia,Female,15-24 (Youth),Youth,2015,44.519
St. Lucia,Female,25+ (Adults),Adults,2015,17.01
St. Lucia,Female,Under 15 (Children),Children,2015,22.689
St. Lucia,Male,15-24 (Youth),Youth,2015,49.313
St. Lucia,Male,25+ (Adults),Adults,2015,11.733
St. Lucia,Male,Under 15 (Children),Children,2015,19.148
St. Vincent and the Grenadines,Female,15-24 (Youth),Youth,2015,40.482
St. Vincent and the Grenadines,Female,25+ (Adults),Adults,2015,12.568
St. Vincent and the Grenadines,Female,Under 15 (Children),Children,2015,16.924
St. Vincent and the Grenadines,Male,15-24 (Youth),Youth,2015,41.599
St. Vincent and the Grenadines,Male,25+ (Adults),Adults,2015,15.405
St. Vincent and the Grenadines,Male,Under 15 (Children),Children,2015,20.562
Samoa,Female,15-24 (Youth),Youth,2015,23.903
Samoa,Female,25+ (Adults),Adults,2015,7.304
Samoa,Female,Under 15 (Children),Children,2015,11.675
Samoa,Male,15-24 (Youth),Youth,2015,13.793
Samoa,Male,25+ (Adults),Adults,2015,5.158
Samoa,Male,Under 15 (Children),Children,2015,7.255
Sao Tome and Principe,Female,15-24 (Youth),Youth,2015,32.391
Sao Tome and Principe,Female,25+ (Adults),Adults,2015,18.554
Sao Tome and Principe,Female,Under 15 (Children),Children,2015,21.16
Sao Tome and Principe,Male,15-24 (Youth),Youth,2015,14.837
Sao Tome and Principe,Male,25+ (Adults),Adults,2015,8.038
Sao Tome and Principe,Male,Under 15 (Children),Children,2015,9.557
Saudi Arabia,Female,15-24 (Youth),Youth,2015,57.015
Saudi Arabia,Female,25+ (Adults),Adults,2015,18.336
Saudi Arabia,Female,Under 15 (Children),Children,2015,22.186
Saudi Arabia,Male,15-24 (Youth),Youth,2015,20.206
Saudi Arabia,Male,25+ (Adults),Adults,2015,1.364
Saudi Arabia,Male,Under 15 (Children),Children,2015,2.488
Senegal,Female,15-24 (Youth),Youth,2015,9.007
Senegal,Female,25+ (Adults),Adults,2015,6.842
Senegal,Female,Under 15 (Children),Children,2015,7.314
Senegal,Male,15-24 (Youth),Youth,2015,7.392
Senegal,Male,25+ (Adults),Adults,2015,6.141
Senegal,Male,Under 15 (Children),Children,2015,6.402
Serbia,Female,15-24 (Youth),Youth,2015,48.282
Serbia,Female,25+ (Adults),Adults,2015,16.804
Serbia,Female,Under 15 (Children),Children,2015,18.747
Serbia,Male,15-24 (Youth),Youth,2015,40.15
Serbia,Male,25+ (Adults),Adults,2015,14.768
Serbia,Male,Under 15 (Children),Children,2015,16.799
Sierra Leone,Female,15-24 (Youth),Youth,2015,5.358
Sierra Leone,Female,25+ (Adults),Adults,2015,3.306
Sierra Leone,Female,Under 15 (Children),Children,2015,3.735
Sierra Leone,Male,15-24 (Youth),Youth,2015,12.612
Sierra Leone,Male,25+ (Adults),Adults,2015,4.471
Sierra Leone,Male,Under 15 (Children),Children,2015,5.723
Singapore,Female,15-24 (Youth),Youth,2015,11.273
Singapore,Female,25+ (Adults),Adults,2015,3.187
Singapore,Female,Under 15 (Children),Children,2015,3.977
Singapore,Male,15-24 (Youth),Youth,2015,7.841
Singapore,Male,25+ (Adults),Adults,2015,3.254
Singapore,Male,Under 15 (Children),Children,2015,3.656
Slovak Republic,Female,15-24 (Youth),Youth,2015,27.605
Slovak Republic,Female,25+ (Adults),Adults,2015,11.895
Slovak Republic,Female,Under 15 (Children),Children,2015,12.896
Slovak Republic,Male,15-24 (Youth),Youth,2015,25.923
Slovak Republic,Male,25+ (Adults),Adults,2015,8.901
Slovak Republic,Male,Under 15 (Children),Children,2015,10.337
Slovenia,Female,15-24 (Youth),Youth,2015,14.761
Slovenia,Female,25+ (Adults),Adults,2015,9.747
Slovenia,Female,Under 15 (Children),Children,2015,10.088
Slovenia,Male,15-24 (Youth),Youth,2015,17.711
Slovenia,Male,25+ (Adults),Adults,2015,7.292
Slovenia,Male,Under 15 (Children),Children,2015,8.077
Solomon Islands,Female,15-24 (Youth),Youth,2015,1.535
Solomon Islands,Female,25+ (Adults),Adults,2015,0.451
Solomon Islands,Female,Under 15 (Children),Children,2015,0.751
Solomon Islands,Male,15-24 (Youth),Youth,2015,1.019
Solomon Islands,Male,25+ (Adults),Adults,2015,0.587
Solomon Islands,Male,Under 15 (Children),Children,2015,0.702
Somalia,Female,15-24 (Youth),Youth,2015,36.222
Somalia,Female,25+ (Adults),Adults,2015,20.566
Somalia,Female,Under 15 (Children),Children,2015,23.884
Somalia,Male,15-24 (Youth),Youth,2015,31.437
Somalia,Male,25+ (Adults),Adults,2015,12.901
Somalia,Male,Under 15 (Children),Children,2015,15.953
South Africa,Female,15-24 (Youth),Youth,2015,46.809
South Africa,Female,25+ (Adults),Adults,2015,21.498
South Africa,Female,Under 15 (Children),Children,2015,24.836
South Africa,Male,15-24 (Youth),Youth,2015,38.311
South Africa,Male,25+ (Adults),Adults,2015,18.206
South Africa,Male,Under 15 (Children),Children,2015,21.179
South Sudan,Female,15-24 (Youth),Youth,2015,17.685
South Sudan,Female,25+ (Adults),Adults,2015,11.698
South Sudan,Female,Under 15 (Children),Children,2015,13.433
South Sudan,Male,15-24 (Youth),Youth,2015,20.891
South Sudan,Male,25+ (Adults),Adults,2015,7.811
South Sudan,Male,Under 15 (Children),Children,2015,11.357
Spain,Female,15-24 (Youth),Youth,2015,47.981
Spain,Female,25+ (Adults),Adults,2015,21.773
Spain,Female,Under 15 (Children),Children,2015,23.557
Spain,Male,15-24 (Youth),Youth,2015,48.683
Spain,Male,25+ (Adults),Adults,2015,18.78
Spain,Male,Under 15 (Children),Children,2015,20.777
Sri Lanka,Female,15-24 (Youth),Youth,2015,25.512
Sri Lanka,Female,25+ (Adults),Adults,2015,4.561
Sri Lanka,Female,Under 15 (Children),Children,2015,7.435
Sri Lanka,Male,15-24 (Youth),Youth,2015,15.562
Sri Lanka,Male,25+ (Adults),Adults,2015,1.23
Sri Lanka,Male,Under 15 (Children),Children,2015,2.982
Sudan,Female,15-24 (Youth),Youth,2015,42.903
Sudan,Female,25+ (Adults),Adults,2015,25.507
Sudan,Female,Under 15 (Children),Children,2015,29.465
Sudan,Male,15-24 (Youth),Youth,2015,26.948
Sudan,Male,25+ (Adults),Adults,2015,8.344
Sudan,Male,Under 15 (Children),Children,2015,11.843
Suriname,Female,15-24 (Youth),Youth,2015,20.756
Suriname,Female,25+ (Adults),Adults,2015,9.861
Suriname,Female,Under 15 (Children),Children,2015,11.447
Suriname,Male,15-24 (Youth),Youth,2015,8.581
Suriname,Male,25+ (Adults),Adults,2015,3.532
Suriname,Male,Under 15 (Children),Children,2015,4.379
Sweden,Female,15-24 (Youth),Youth,2015,19.53
Sweden,Female,25+ (Adults),Adults,2015,5.434
Sweden,Female,Under 15 (Children),Children,2015,7.288
Sweden,Male,15-24 (Youth),Youth,2015,21.14
Sweden,Male,25+ (Adults),Adults,2015,5.664
Sweden,Male,Under 15 (Children),Children,2015,7.558
Switzerland,Female,15-24 (Youth),Youth,2015,8.406
Switzerland,Female,25+ (Adults),Adults,2015,4.344
Switzerland,Female,Under 15 (Children),Children,2015,4.912
Switzerland,Male,15-24 (Youth),Youth,2015,9.228
Switzerland,Male,25+ (Adults),Adults,2015,4.06
Switzerland,Male,Under 15 (Children),Children,2015,4.702
Syrian Arab Republic,Female,15-24 (Youth),Youth,2015,55.428
Syrian Arab Republic,Female,25+ (Adults),Adults,2015,20.273
Syrian Arab Republic,Female,Under 15 (Children),Children,2015,26.158
Syrian Arab Republic,Male,15-24 (Youth),Youth,2015,32.785
